Home,Win,Minutes,FieldGoals,FieldGoalsAttempts,FieldGoals%,3P,3PA,3P%,FreeThrows,FreeThrowAttempts,FreeThrows%,ORebounds,DRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,GameScore
1,1,14.47,1,1,1.000,0,0,,0,0,,3,2,5,7,1,1,4,4,2,5.4
1,0,33.20,5,11,.455,0,2,.000,0,0,,2,9,11,6,1,1,2,3,10,11.1
0,1,32.44,6,10,.600,3,3,1.000,4,4,1.000,2,14,16,10,0,1,3,1,19,24.3
0,1,29.41,6,10,.600,0,0,,1,2,.500,4,10,14,10,1,0,3,1,13,18.4
1,0,32.55,13,15,.867,0,0,,5,8,.625,3,11,14,4,1,0,4,1,31,29.3
1,1,26.51,8,10,.800,1,2,.500,4,6,.667,3,7,10,7,4,1,7,4,21,21.6
0,1,30.12,7,12,.583,1,3,.333,5,5,1.000,3,11,14,2,2,0,2,1,20,20.8
1,1,24.01,8,13,.615,0,3,.000,2,2,1.000,1,8,9,4,1,0,1,2,18,17.2
1,1,30.25,7,12,.583,0,1,.000,3,3,1.000,3,11,14,10,0,0,2,2,17,21.0
1,0,21.35,7,14,.500,1,2,.500,1,1,1.000,2,3,5,4,0,1,3,5,16,9.8
0,0,39.37,7,14,.500,0,3,.000,8,8,1.000,1,12,13,8,0,1,5,3,22,19.4
1,1,28.39,8,10,.800,0,0,,0,0,,2,8,10,7,0,0,3,2,16,17.1
0,1,34.23,12,18,.667,1,2,.500,5,5,1.000,4,12,16,5,1,0,4,2,30,28.3
1,0,18.27,4,14,.286,0,3,.000,0,0,,3,10,13,2,0,0,0,3,8,5.1
0,0,35.58,7,14,.500,1,6,.167,2,2,1.000,3,5,8,8,0,2,3,4,17,16.0
0,0,36.38,11,16,.688,2,3,.667,2,3,.667,3,10,13,10,0,0,2,4,26,27.3
0,1,35.11,9,16,.563,0,2,.000,1,1,1.000,1,9,10,7,2,0,1,2,19,19.9
0,1,33.30,10,18,.556,0,2,.000,1,2,.500,4,8,12,4,0,0,1,2,21,18.2
0,0,33.52,6,17,.353,0,5,.000,0,0,,3,16,19,9,5,1,2,3,12,18.2
1,1,29.04,9,13,.692,2,2,1.000,3,4,.750,3,9,12,5,2,0,7,1,23,20.0
1,0,31.28,8,16,.500,1,5,.200,6,6,1.000,1,5,6,3,1,1,3,5,23,16.0
0,1,19.35,3,6,.500,1,3,.333,0,0,,1,7,8,4,0,0,1,2,7,7.8
0,1,40.13,9,14,.643,0,0,,11,14,.786,2,14,16,8,1,5,4,4,29,31.7
0,0,35.33,3,10,.300,1,4,.250,0,0,,0,12,12,7,0,0,4,1,7,5.3
1,1,30.32,0,3,.000,0,1,.000,0,0,,0,9,9,7,1,0,3,4,0,1.9
1,0,35.02,9,14,.643,3,3,1.000,8,8,1.000,2,7,9,5,1,0,7,4,29,22.2
0,0,30.19,8,12,.667,1,1,1.000,1,1,1.000,6,6,12,0,0,0,2,3,18,15.6
0,1,34.16,8,16,.500,0,1,.000,2,2,1.000,4,11,15,5,1,0,2,0,18,18.6
0,1,29.29,9,16,.563,1,3,.333,2,2,1.000,1,13,14,4,1,1,1,3,21,20.3
0,0,30.10,9,15,.600,6,10,.600,4,6,.667,3,5,8,2,1,1,2,1,28,24.6
1,1,30.38,4,10,.400,0,3,.000,0,0,,3,13,16,10,1,2,0,2,8,17.2
1,1,33.51,8,15,.533,2,6,.333,1,1,1.000,5,9,14,2,4,1,1,4,19,21.4
1,0,19.39,2,6,.333,0,0,,4,4,1.000,1,6,7,3,2,0,1,1,8,9.8
1,1,31.22,16,25,.640,4,9,.444,5,6,.833,2,10,12,5,2,2,1,6,41,37.4
1,1,27.51,7,16,.438,1,5,.200,0,0,,3,8,11,3,1,0,3,4,15,9.6
1,1,37.36,3,8,.375,1,1,1.000,5,6,.833,5,12,17,9,4,1,1,2,12,23.5
0,0,34.56,2,9,.222,1,4,.250,1,2,.500,0,7,7,3,3,1,3,2,6,4.2
1,1,26.31,3,5,.600,1,2,.500,6,6,1.000,3,8,11,6,0,1,2,3,13,16.9
0,0,11.35,1,5,.200,0,0,,4,4,1.000,4,2,6,1,1,0,2,2,6,5.2
0,1,34.57,7,12,.583,2,6,.333,0,0,,4,10,14,3,1,1,2,0,16,18.0
0,0,25.42,7,14,.500,1,2,.500,2,3,.667,2,4,6,3,2,1,2,2,17,14.2
1,1,35.55,11,17,.647,2,5,.400,4,6,.667,5,8,13,8,2,0,5,4,28,26.6
0,0,26.16,3,7,.429,1,3,.333,0,0,,0,6,6,6,1,1,2,1,7,8.6
1,1,15.55,3,6,.500,0,0,,2,2,1.000,2,2,4,4,0,0,0,1,8,9.4
1,1,22.12,6,13,.462,1,2,.500,0,0,,3,8,11,4,0,0,1,2,13,11.8
0,0,25.13,5,9,.556,0,2,.000,3,4,.750,2,7,9,2,2,0,1,2,13,13.4
1,0,36.05,6,12,.500,2,6,.333,8,9,.889,0,6,6,4,0,2,10,3,22,10.4
0,1,37.08,12,21,.571,2,6,.333,1,1,1.000,3,6,9,6,0,2,4,4,27,21.0
0,1,36.38,9,16,.563,0,3,.000,0,0,,3,6,9,4,1,1,2,0,18,16.8
1,1,25.33,4,10,.400,1,3,.333,4,4,1.000,2,5,7,5,1,0,1,5,13,12.0
0,0,41.20,5,11,.455,1,3,.333,11,12,.917,1,8,9,4,2,1,2,3,22,21.3
1,0,36.37,5,14,.357,1,5,.200,8,9,.889,5,8,13,6,1,3,2,0,19,22.0
1,1,36.23,4,6,.667,1,1,1.000,5,5,1.000,1,8,9,8,2,0,6,3,14,14.9
1,1,32.07,3,13,.231,1,4,.250,1,2,.500,2,8,10,4,1,0,2,3,8,4.1
0,0,34.18,3,10,.300,0,4,.000,2,2,1.000,1,6,7,10,0,0,5,3,8,5.5
0,0,36.09,9,16,.563,1,1,1.000,3,3,1.000,4,8,12,11,3,1,6,3,22,23.8
1,0,31.31,4,21,.190,0,8,.000,1,2,.500,6,6,12,7,2,3,2,3,9,7.3
1,1,28.08,3,8,.375,1,3,.333,7,8,.875,2,5,7,3,0,0,1,3,14,12.0
0,0,30.24,8,13,.615,3,6,.500,4,4,1.000,3,6,9,7,2,0,2,2,23,25.1
1,1,33.24,11,23,.478,0,2,.000,7,10,.700,9,9,18,7,2,1,5,5,29,25.7
0,0,34.04,7,18,.389,1,8,.125,3,4,.750,1,7,8,2,1,2,1,4,18,11.8
1,0,34.37,5,12,.417,2,3,.667,2,2,1.000,3,14,17,5,0,0,6,4,14,9.8
