Home,Win,Minutes,FieldGoals,FieldGoalsAttempts,FieldGoals%,3P,3PA,3P%,FreeThrows,FreeThrowAttempts,FreeThrows%,ORebounds,DRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,GameScore
0,0,46,17,32,0.531,2,4,0.5,8,8,1,3,0,3,5,2,0,3,3,44,31.8
0,0,46,11,22,0.5,0,0,,6,9,0.667,4,6,10,1,1,0,2,2,28,19.3
1,0,46,17,22,0.773,1,2,0.5,5,8,0.625,2,5,7,4,1,1,5,5,40,30.6
0,1,46,14,23,0.609,0,0,,5,6,0.833,1,9,10,14,4,0,4,2,33,34.5
0,0,46,14,28,0.5,2,4,0.5,2,2,1,3,9,12,8,1,0,2,5,32,25.4
1,1,46,15,27,0.556,0,1,0,6,11,0.545,1,6,7,4,4,0,2,4,36,26.8
0,0,46,9,26,0.346,2,3,0.667,1,2,0.5,4,5,9,5,1,1,3,2,21,11.7
0,1,46,15,31,0.484,0,0,,10,13,0.769,6,5,11,6,3,2,2,3,40,34.2
1,1,46,9,21,0.429,0,4,0,5,7,0.714,6,4,10,2,1,0,4,3,23,13.7
0,0,46,14,31,0.452,0,3,0,8,9,0.889,2,4,6,4,1,0,1,2,36,24.1
0,1,46,10,19,0.526,1,1,1,5,5,1,3,7,10,3,3,1,1,0,26,25.7
1,0,45,8,20,0.4,0,1,0,2,4,0.5,1,2,3,8,3,0,1,2,18,14.5
1,0,45,14,25,0.56,0,1,0,13,14,0.929,4,8,12,7,4,1,1,6,41,40.1
1,1,45,19,31,0.613,0,0,,11,13,0.846,7,8,15,5,4,0,6,5,49,40.9
0,0,45,19,43,0.442,0,1,0,3,4,0.75,8,2,10,3,1,1,3,4,41,23.5
0,0,45,13,22,0.591,1,2,0.5,5,5,1,1,1,2,7,2,1,4,4,32,24.8
0,0,45,8,20,0.4,0,1,0,9,9,1,1,5,6,9,3,1,3,2,25,22.6
0,0,45,12,24,0.5,0,1,0,4,6,0.667,3,1,4,7,1,2,4,3,28,19.7
0,0,45,16,31,0.516,0,2,0,14,15,0.933,1,3,4,9,3,1,3,3,46,37.7
0,0,45,14,25,0.56,0,0,,5,5,1,0,6,6,12,2,1,2,5,33,30
0,0,45,10,24,0.417,0,1,0,9,12,0.75,2,4,6,10,5,1,3,3,29,26.1
0,0,45,20,37,0.541,2,3,0.667,10,10,1,1,4,5,7,4,0,3,3,52,40.7
1,0,45,11,31,0.355,1,6,0.167,9,11,0.818,2,4,6,2,2,1,4,5,32,14.6
1,1,45,20,34,0.588,1,3,0.333,8,9,0.889,1,11,12,4,5,2,2,3,49,42.8
0,0,45,11,24,0.458,0,2,0,1,2,0.5,3,4,7,6,4,0,6,5,23,13.7
1,0,45,14,28,0.5,0,1,0,5,6,0.833,3,5,8,12,3,0,2,4,33,30
