Home,Win,Minutes,FieldGoals,FieldGoalsAttempts,FieldGoals%,3P,3PA,3P%,FreeThrows,FreeThrowAttempts,FreeThrows%,ORebounds,DRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,GameScore
1,1,32.00,4,8,0.5,0,0,,4,7,0.571,5,13,18,2,1,3,8,6,12,8.3
0,1,40.00,8,16,0.5,0,0,,6,11,0.545,5,10,15,1,0,4,4,5,22,16
1,0,34.00,15,25,0.6,0,0,,5,8,0.625,4,9,13,1,1,3,4,4,35,26
1,1,36.00,12,19,0.632,0,0,,7,12,0.583,9,12,21,1,0,4,6,4,31,26.3
0,0,35.00,9,16,0.563,0,0,,11,16,0.688,5,10,15,1,1,3,2,4,29,26.1
0,1,34.00,12,19,0.632,0,0,,5,11,0.455,7,12,19,1,1,3,3,5,29,25.4
1,1,41.00,8,15,0.533,0,0,,13,18,0.722,5,11,16,3,2,3,4,3,29,27.5
0,0,44.00,7,18,0.389,0,0,,4,11,0.364,3,14,17,2,1,3,7,4,18,7.6
1,1,42.00,6,12,0.5,0,0,,0,0,,1,12,13,2,1,3,2,3,12,11.6
0,1,30.00,7,10,0.7,0,0,,7,13,0.538,3,8,11,1,1,4,4,4,21,17.8
1,1,40.00,10,19,0.526,0,0,,2,6,0.333,7,7,14,1,0,3,7,3,22,12.7
0,0,36.00,4,11,0.364,0,0,,1,7,0.143,4,7,11,1,0,4,4,4,9,3.3
0,0,34.00,10,22,0.455,0,0,,6,9,0.667,4,5,9,2,5,4,3,5,26,21.9
0,0,37.00,5,18,0.278,0,0,,7,12,0.583,7,10,17,0,0,6,1,5,17,13.5
1,0,44.00,10,19,0.526,0,0,,6,11,0.545,4,11,15,4,1,4,3,2,26,23.6
0,0,41.00,7,16,0.438,0,0,,3,10,0.3,4,7,11,0,0,5,3,6,17,8.8
1,0,38.00,10,18,0.556,0,0,,6,10,0.6,6,11,17,0,2,4,5,3,26,21.9
1,1,29.00,6,9,0.667,0,0,,8,11,0.727,3,11,14,1,0,6,5,4,20,18.6
1,1,37.00,9,14,0.643,0,0,,4,7,0.571,6,14,20,2,0,7,5,4,22,22.7
0,1,34.00,7,11,0.636,0,0,,1,1,1,1,4,5,5,1,5,3,3,15,15.8
1,1,42.00,12,18,0.667,0,0,,4,10,0.4,5,14,19,3,0,5,5,4,28,24.5
0,0,36.00,6,15,0.4,0,1,0,6,9,0.667,3,8,11,2,0,3,3,5,18,11.7
1,1,38.00,9,15,0.6,0,0,,3,4,0.75,6,8,14,2,1,5,3,3,21,22
1,0,44.00,7,11,0.636,0,0,,9,11,0.818,7,16,23,2,0,0,7,3,23,20.2
1,0,44.00,11,22,0.5,0,0,,7,12,0.583,5,10,15,1,1,3,7,3,29,18.1
1,0,38.00,12,19,0.632,0,0,,5,11,0.455,6,6,12,0,0,5,1,6,29,24.2
1,1,34.00,10,17,0.588,0,0,,2,4,0.5,1,12,13,3,0,5,1,5,22,20.2
1,0,44.00,11,20,0.55,0,0,,8,13,0.615,5,15,20,0,0,8,2,3,30,28.8
1,0,41.00,8,10,0.8,0,0,,3,8,0.375,6,5,11,5,0,0,8,2,19,13.6
0,1,40.00,7,15,0.467,0,1,0,8,9,0.889,1,11,12,2,0,4,2,3,22,18.9
0,1,50.00,11,18,0.611,0,0,,7,12,0.583,9,15,24,2,1,5,6,2,29,28.7
0,0,48.00,16,24,0.667,0,0,,6,7,0.857,8,8,16,3,2,8,9,5,38,33.9
1,0,24.00,6,8,0.75,0,0,,3,6,0.5,4,7,11,0,3,5,2,5,15,18
1,1,40.00,14,16,0.875,0,0,,10,14,0.714,4,9,13,2,0,7,3,0,38,39.6
1,1,32.00,10,18,0.556,0,0,,6,9,0.667,5,7,12,3,1,2,2,5,26,22.3
0,0,34.00,9,13,0.692,0,0,,7,10,0.7,2,5,7,0,0,1,1,5,25,18.9
1,0,40.00,10,13,0.769,0,0,,6,7,0.857,3,10,13,2,0,2,6,6,26,20
0,1,36.00,5,13,0.385,0,0,,8,15,0.533,2,4,6,1,0,4,2,6,18,9.8
0,1,32.00,13,17,0.765,0,0,,5,9,0.556,3,11,14,1,1,2,1,5,31,28.2
0,1,39.00,10,15,0.667,0,0,,2,4,0.5,3,8,11,3,0,3,6,4,22,15.8
0,0,29.00,9,14,0.643,0,0,,2,3,0.667,2,3,5,1,1,2,5,6,20,11.4
0,0,38.00,8,17,0.471,0,0,,6,8,0.75,4,7,11,1,2,4,4,4,22,17.3
1,1,38.00,8,18,0.444,0,0,,3,8,0.375,5,9,14,2,1,1,4,3,19,11.7
0,0,34.00,11,18,0.611,0,0,,7,10,0.7,10,5,15,2,1,4,4,5,29,27.3
1,1,47.00,8,25,0.32,0,0,,5,10,0.5,9,10,19,0,2,9,4,5,21,16.3
0,0,49.00,19,25,0.76,0,0,,8,16,0.5,3,18,21,3,0,5,6,5,46,38
1,1,42.00,10,17,0.588,0,0,,4,7,0.571,7,11,18,2,1,5,5,4,24,22.4
1,1,37.00,9,12,0.75,0,0,,10,16,0.625,2,12,14,2,0,5,5,3,28,24.5
1,0,44.00,12,20,0.6,0,0,,6,12,0.5,7,12,19,1,1,0,3,1,30,25.2
0,1,42.00,12,15,0.8,0,0,,4,5,0.8,0,11,11,1,1,3,2,2,28,26.2
1,0,34.00,8,18,0.444,0,0,,3,5,0.6,2,11,13,2,0,3,3,4,19,12.4
1,1,37.00,10,19,0.526,0,0,,5,9,0.556,9,7,16,1,1,2,2,4,25,22
0,0,32.00,6,10,0.6,0,0,,6,8,0.75,2,9,11,0,1,8,5,5,18,16.3
0,0,38.00,7,13,0.538,0,0,,4,8,0.5,2,8,10,2,1,3,3,4,18,13.8
1,1,42.00,9,19,0.474,0,0,,5,8,0.625,3,12,15,6,0,3,1,3,23,21.9
0,0,35.00,8,23,0.348,0,0,,7,8,0.875,3,6,9,2,0,2,2,6,23,12
1,1,44.00,8,16,0.5,0,0,,10,14,0.714,1,10,11,3,0,2,4,3,26,18.4
0,0,42.00,7,20,0.35,0,0,,8,12,0.667,4,9,13,0,1,1,4,3,22,11.2
1,0,41.00,10,13,0.769,0,0,,9,14,0.643,1,7,8,2,1,4,1,4,29,27.3
0,0,46.00,5,11,0.455,0,0,,6,9,0.667,3,14,17,1,2,2,5,4,16,12.9
0,0,38.00,7,12,0.583,0,0,,7,13,0.538,3,9,12,4,1,3,2,4,21,20.1
0,0,32.00,7,11,0.636,0,0,,1,5,0.2,3,10,13,1,1,2,8,5,15,6.7
0,1,29.00,7,12,0.583,0,0,,8,9,0.889,4,5,9,2,0,2,2,5,22,19.1
1,1,38.00,13,18,0.722,0,0,,2,5,0.4,1,9,10,3,0,2,1,3,28,24.1
0,0,31.00,8,11,0.727,0,0,,4,12,0.333,2,5,7,1,0,2,2,3,20,14.1
1,1,37.00,12,17,0.706,0,0,,3,5,0.6,6,11,17,2,5,3,3,5,27,30.1
1,1,38.00,2,11,0.182,0,0,,3,8,0.375,5,7,12,1,0,0,3,5,7,-0.6
0,0,38.00,10,17,0.588,0,0,,8,13,0.615,7,12,19,1,1,1,2,4,28,25.4
0,0,39.00,6,11,0.545,0,0,,6,7,0.857,2,8,10,2,1,5,6,4,18,14.4
1,1,35.00,17,23,0.739,0,0,,1,2,0.5,4,12,16,5,1,3,2,2,35,35.5
0,1,38.00,12,21,0.571,0,0,,5,10,0.5,3,7,10,2,0,3,5,5,29,17.8
0,1,39.00,13,19,0.684,0,0,,3,4,0.75,1,8,9,3,0,6,2,2,29,27.1
0,0,33.00,8,17,0.471,0,0,,4,8,0.5,4,12,16,1,0,1,8,5,20,7.5
1,1,35.00,6,14,0.429,0,0,,3,7,0.429,7,9,16,4,0,7,2,3,15,18.1
0,0,37.00,9,20,0.45,0,0,,3,6,0.5,5,6,11,1,1,4,4,3,21,14
0,0,39.00,11,21,0.524,0,0,,2,5,0.4,8,10,18,3,0,3,5,6,24,17.9
1,1,42.00,8,20,0.4,0,0,,4,5,0.8,5,16,21,2,1,1,2,5,20,16.2
1,1,41.00,8,13,0.615,0,0,,4,8,0.5,7,18,25,6,0,4,6,3,20,22.6
0,0,34.00,7,14,0.5,0,0,,6,8,0.75,1,9,10,2,1,2,2,2,20,16.6
0,1,34.00,3,11,0.273,0,0,,4,5,0.8,2,3,5,1,1,5,1,5,10,7.6
1,1,39.00,12,16,0.75,0,0,,7,11,0.636,2,16,18,3,1,1,7,3,31,24.8
0,1,31.00,17,24,0.708,0,0,,8,13,0.615,4,8,12,1,1,1,1,4,42,35
1,1,33.00,16,22,0.727,0,0,,4,6,0.667,4,3,7,1,1,5,2,4,36,31.5
1,1,36.00,14,19,0.737,0,0,,9,16,0.563,4,5,9,2,0,4,4,5,37,29
0,0,28.00,6,15,0.4,0,0,,7,15,0.467,5,3,8,3,0,1,2,5,19,10.9
1,0,38.00,8,17,0.471,0,0,,5,10,0.5,1,6,7,4,1,4,4,5,21,13.4
1,1,41.00,10,15,0.667,0,0,,3,3,1,2,8,10,5,0,4,4,2,23,21.8
0,0,40.00,11,22,0.5,0,0,,3,6,0.5,3,10,13,1,1,2,4,4,25,15.4
0,0,39.00,18,26,0.692,0,0,,5,7,0.714,4,6,10,1,0,2,5,1,41,30.5
0,1,36.00,12,19,0.632,0,0,,0,1,0,10,18,28,3,1,15,3,4,24,36.5
1,1,33.00,12,19,0.632,0,0,,4,6,0.667,2,5,7,2,1,1,2,4,28,21.1
0,0,41.00,10,23,0.435,0,0,,3,5,0.6,2,9,11,1,0,1,2,4,23,12
1,1,38.00,10,14,0.714,0,0,,6,10,0.6,3,8,11,0,1,1,2,2,26,22
1,0,43.00,9,17,0.529,0,0,,3,6,0.5,5,14,19,1,1,3,4,3,21,17.8
0,1,41.00,8,14,0.571,0,0,,7,17,0.412,6,9,15,2,2,5,1,4,23,23.6
1,1,39.00,10,16,0.625,0,0,,7,19,0.368,5,11,16,4,0,1,2,3,27,22.1
0,0,45.00,17,25,0.68,0,0,,15,18,0.833,3,8,11,3,2,0,2,3,49,42.5
1,1,42.00,12,18,0.667,0,0,,6,8,0.75,2,10,12,5,0,8,6,2,30,28.1
0,1,36.00,10,16,0.625,0,0,,3,9,0.333,4,7,11,1,1,3,3,4,23,17.5
0,0,31.00,6,10,0.6,0,0,,4,10,0.4,2,9,11,0,0,2,5,3,16,8.3
0,0,41.00,15,29,0.517,0,0,,1,2,0.5,5,9,14,0,1,2,1,1,31,23.5
0,1,43.00,12,22,0.545,0,0,,12,19,0.632,6,9,15,4,0,5,3,4,36,31.2
0,1,45.00,12,21,0.571,0,0,,3,7,0.429,3,14,17,5,0,4,3,4,27,23.5
1,0,43.00,12,17,0.706,0,0,,9,15,0.6,6,4,10,5,4,1,2,3,33,33.9
1,1,37.00,13,18,0.722,0,0,,8,13,0.615,5,10,15,4,2,3,1,5,34,35
0,0,38.00,9,15,0.6,0,0,,2,7,0.286,4,7,11,2,1,1,2,4,20,15.5
1,1,40.00,13,23,0.565,0,0,,6,12,0.5,8,9,17,2,0,1,3,3,32,24.9
1,0,31.00,8,14,0.571,0,0,,3,4,0.75,0,13,13,3,0,1,6,3,19,11.5
0,1,39.00,12,18,0.667,0,0,,3,8,0.375,7,12,19,4,2,5,3,5,27,29
0,0,36.00,11,16,0.688,0,0,,4,11,0.364,2,3,5,3,0,1,3,5,26,16.5
1,1,43.00,10,17,0.588,0,0,,8,14,0.571,3,9,12,3,1,0,5,2,28,19.8
1,1,45.00,12,22,0.545,0,0,,5,8,0.625,10,9,19,4,3,4,3,4,29,30.9
1,1,39.00,13,19,0.684,0,0,,2,5,0.4,5,2,7,4,1,1,1,5,28,24.3
1,0,44.00,6,15,0.4,0,0,,10,14,0.714,5,4,9,2,1,6,1,5,22,20.6
0,0,31.00,11,22,0.5,0,0,,3,8,0.375,2,7,9,2,1,2,3,5,25,14.3
0,1,46.00,13,16,0.813,0,0,,7,12,0.583,1,13,14,3,0,1,4,2,33,27.6
0,0,34.00,11,19,0.579,0,0,,9,11,0.818,2,8,10,4,0,0,2,5,31,23.9
1,1,47.00,17,27,0.63,0,0,,6,11,0.545,8,11,19,1,0,4,3,2,40,34.5
1,1,45.00,18,27,0.667,0,0,,1,7,0.143,8,9,17,5,0,5,2,4,37,34.6
0,1,44.00,15,16,0.938,0,0,,3,13,0.231,4,1,5,3,0,4,5,4,33,25.2
1,1,35.00,8,20,0.4,0,0,,6,10,0.6,3,9,12,2,1,7,1,2,22,19.9
0,1,41.00,17,20,0.85,0,0,,2,4,0.5,2,7,9,6,0,1,1,4,36,33.8
1,0,40.00,6,12,0.5,0,0,,9,12,0.75,6,5,11,2,0,5,5,4,21,17.8
0,1,46.00,12,23,0.522,0,0,,3,10,0.3,4,5,9,0,2,2,3,3,27,16.4
0,0,39.00,9,14,0.643,0,0,,4,7,0.571,2,6,8,3,0,2,4,3,22,16.1
1,0,32.00,14,19,0.737,0,0,,1,8,0.125,5,5,10,2,2,3,5,6,29,21.6
0,0,44.00,7,16,0.438,0,0,,8,11,0.727,2,11,13,3,2,5,2,5,22,20.7
1,1,43.00,14,20,0.7,0,0,,9,17,0.529,2,11,13,1,3,1,5,4,37,27.9
1,1,43.00,14,27,0.519,0,0,,8,20,0.4,14,10,24,4,2,4,4,2,36,33.5
1,1,41.00,16,19,0.842,0,0,,6,7,0.857,9,11,20,3,1,5,2,1,38,44.5
0,1,43.00,18,26,0.692,0,0,,2,6,0.333,6,8,14,2,1,2,2,3,38,32.6
1,1,36.00,11,20,0.55,0,0,,6,11,0.545,3,5,8,1,3,4,4,5,28,20.5
1,1,44.00,9,24,0.375,0,0,,3,8,0.375,6,9,15,3,4,3,0,4,21,19.3
1,1,39.00,9,16,0.563,0,0,,3,5,0.6,3,8,11,1,1,5,5,4,21,15.7
0,0,44.00,8,19,0.421,0,0,,3,12,0.25,5,8,13,2,1,2,1,2,19,13.2
0,1,40.00,18,29,0.621,0,0,,7,12,0.583,10,6,16,1,0,1,3,2,43,34.3
0,0,41.00,9,23,0.391,0,0,,4,10,0.4,6,10,16,0,2,0,4,4,22,10.7
0,0,39.00,11,20,0.55,0,0,,10,15,0.667,3,8,11,2,1,0,3,5,32,22.3
1,1,39.00,10,19,0.526,0,0,,9,14,0.643,8,8,16,1,2,1,4,3,29,23.9
0,1,35.00,14,21,0.667,0,0,,12,17,0.706,8,6,14,1,1,3,4,1,40,35.7
1,1,46.00,12,19,0.632,0,0,,4,11,0.364,5,16,21,2,0,3,2,3,28,25.3
1,0,45.00,16,26,0.615,0,0,,7,12,0.583,2,12,14,6,2,3,0,2,39,37.7
0,0,39.00,10,18,0.556,0,0,,3,8,0.375,6,7,13,2,0,5,6,6,23,15.2
1,1,41.00,11,24,0.458,0,0,,12,12,1,10,11,21,2,0,5,0,4,34,35.2
1,1,40.00,16,21,0.762,0,0,,6,10,0.6,2,13,15,3,4,3,0,1,38,41.2
0,0,46.00,12,19,0.632,0,0,,5,10,0.5,4,12,16,5,0,1,3,0,29,26.1
0,0,41.00,12,19,0.632,0,0,,5,7,0.714,5,7,12,4,0,2,3,6,29,24.1
0,1,39.00,7,11,0.636,0,0,,5,11,0.455,4,4,8,2,0,3,2,5,19,15.2
1,0,36.00,12,22,0.545,0,0,,6,15,0.4,8,8,16,3,1,1,4,5,30,21.6
1,1,40.00,11,16,0.688,0,0,,3,7,0.429,4,6,10,1,1,3,2,1,25,22.6
0,1,31.00,7,13,0.538,0,0,,3,7,0.429,6,10,16,1,1,3,5,5,17,13.1
0,0,43.00,13,20,0.65,0,0,,10,14,0.714,9,8,17,1,0,4,1,4,36,35.2
1,1,42.00,14,22,0.636,0,0,,12,12,1,6,10,16,3,0,3,3,1,40,38.2
0,1,36.00,6,13,0.462,0,0,,5,7,0.714,2,6,8,2,1,2,4,4,17,10.9
0,1,44.00,10,19,0.526,0,0,,3,8,0.375,4,7,11,3,1,3,2,5,23,17.8
1,0,45.00,15,23,0.652,0,1,0,7,17,0.412,6,10,16,2,1,3,0,4,37,33
0,0,53.00,18,32,0.563,0,0,,6,14,0.429,4,7,11,1,1,3,1,3,42,30.1
1,1,44.00,12,19,0.632,0,0,,8,9,0.889,7,7,14,2,1,2,2,4,32,30.3
0,1,27.00,5,14,0.357,0,0,,9,11,0.818,2,8,10,0,0,3,0,2,19,15.5
1,1,36.00,22,31,0.71,0,0,,9,13,0.692,7,11,18,4,2,2,3,3,53,48.7
0,0,43.00,7,18,0.389,0,1,0,13,19,0.684,4,15,19,1,1,2,2,3,27,22
1,1,41.00,12,21,0.571,0,0,,8,14,0.571,5,17,22,2,0,2,1,2,32,29.3
0,0,37.00,9,18,0.5,0,0,,10,14,0.714,4,8,12,3,3,2,4,5,28,23.1
1,1,38.00,12,21,0.571,0,0,,6,9,0.667,2,7,9,2,0,1,1,4,30,21.9
0,1,47.00,20,32,0.625,0,0,,6,11,0.545,14,6,20,3,1,3,0,3,46,45.2
0,0,43.00,17,26,0.654,0,0,,7,13,0.538,5,12,17,1,1,2,4,4,41,31.8
0,1,34.00,10,17,0.588,0,0,,8,11,0.727,7,5,12,6,1,4,3,5,28,28.3
1,1,35.00,10,19,0.526,0,0,,9,14,0.643,2,11,13,6,1,5,2,3,29,27.9
1,1,38.00,9,15,0.6,0,0,,4,4,1,2,5,7,2,0,2,2,4,22,17.2
1,1,28.00,10,15,0.667,0,0,,2,4,0.5,3,4,7,1,0,2,1,5,22,17.1
1,1,29.00,13,19,0.684,0,0,,4,4,1,4,3,7,2,0,0,3,5,30,22
0,1,39.00,14,20,0.7,0,0,,8,14,0.571,4,5,9,4,1,3,1,3,36,33.2
0,1,37.00,7,16,0.438,0,0,,7,11,0.636,3,9,12,2,1,5,1,2,21,19.9
1,1,36.00,18,25,0.72,0,0,,5,12,0.417,6,3,9,1,2,1,2,1,41,34
1,1,34.00,16,23,0.696,0,0,,6,9,0.667,1,9,10,0,0,1,5,4,38,24.6
0,0,40.00,10,25,0.4,0,0,,7,11,0.636,3,12,15,2,0,1,2,4,27,16.1
0,1,31.00,11,14,0.786,0,0,,4,8,0.5,1,6,7,4,1,2,0,2,26,25.9
1,1,44.00,12,21,0.571,0,0,,9,15,0.6,3,7,10,1,0,3,3,3,33,23.5
0,1,31.00,11,15,0.733,0,0,,3,6,0.5,1,9,10,2,2,0,5,5,25,17.5
1,1,41.00,14,26,0.538,0,0,,5,12,0.417,9,4,13,4,3,1,2,4,33,28
0,0,33.00,8,15,0.533,0,0,,2,11,0.182,2,3,5,1,1,1,2,4,18,8.2
1,1,29.00,10,17,0.588,0,0,,4,8,0.5,1,7,8,3,0,2,4,1,24,16.4
0,1,45.00,15,20,0.75,0,0,,10,21,0.476,4,14,18,2,1,2,2,2,40,35.6
0,0,30.00,6,15,0.4,0,0,,3,7,0.429,3,2,5,4,0,0,1,4,15,8.2
0,1,39.00,12,21,0.571,0,0,,6,14,0.429,3,8,11,1,2,3,2,5,30,22.2
0,1,33.00,14,16,0.875,0,0,,4,15,0.267,2,8,10,3,0,5,5,3,32,25.2
1,1,32.00,12,18,0.667,0,0,,8,12,0.667,2,5,7,2,1,0,2,3,32,24.7
0,1,33.00,11,20,0.55,0,0,,6,11,0.545,3,6,9,3,0,5,4,6,28,19.5
1,1,37.00,11,22,0.5,0,0,,6,12,0.5,6,5,11,3,1,4,2,1,28,23.8
0,0,42.00,12,24,0.5,0,0,,6,12,0.5,4,13,17,4,0,3,5,0,30,22.2
1,1,41.00,14,25,0.56,0,0,,10,15,0.667,2,8,10,3,3,5,4,3,38,31.3
1,1,42.00,11,20,0.55,0,0,,3,7,0.429,1,3,4,3,2,3,2,3,25,18.4
1,1,41.00,13,24,0.542,0,0,,8,12,0.667,4,3,7,5,0,2,2,4,34,25.8
0,1,31.00,8,16,0.5,0,0,,7,11,0.636,4,7,11,4,0,2,3,2,23,18.7
0,0,36.00,5,12,0.417,0,0,,7,14,0.5,2,10,12,2,1,2,5,4,17,9.4
1,1,32.00,13,19,0.684,0,0,,11,20,0.55,2,5,7,2,0,1,3,2,37,26.5
0,1,29.00,8,13,0.615,0,0,,5,11,0.455,4,6,10,2,1,2,3,5,21,16.1
1,1,36.00,14,19,0.737,0,0,,3,5,0.6,4,6,10,2,2,4,8,1,31,24.9
1,1,43.00,14,25,0.56,0,0,,7,12,0.583,8,7,15,1,0,2,4,5,35,24.9
0,1,38.00,17,25,0.68,0,0,,8,13,0.615,1,9,10,2,0,4,3,2,42,33.1
0,1,29.00,9,16,0.563,0,0,,2,5,0.4,6,6,12,4,1,1,2,5,20,17.7
0,0,37.00,8,17,0.471,0,0,,8,13,0.615,1,7,8,2,0,0,3,5,24,12.5
1,1,35.00,14,26,0.538,0,0,,3,10,0.3,3,12,15,1,0,4,0,1,31,24.4
1,1,40.00,13,22,0.591,0,0,,11,19,0.579,9,8,17,3,2,4,4,2,37,34.4
1,0,46.00,15,27,0.556,0,0,,9,15,0.6,4,11,15,0,1,4,2,1,39,31.2
0,0,39.00,7,18,0.389,0,0,,6,8,0.75,2,8,10,2,2,4,1,3,20,17.2
1,1,46.00,17,28,0.607,0,0,,7,13,0.538,10,5,15,3,0,2,3,3,41,33.6
1,1,28.00,8,15,0.533,0,0,,3,9,0.333,4,6,10,3,0,2,3,3,19,13.2
1,1,35.00,7,14,0.5,0,0,,1,6,0.167,4,4,8,2,3,3,2,4,15,12.9
0,0,46.00,9,17,0.529,0,1,0,8,14,0.571,2,7,9,3,0,5,2,2,26,21.6
1,1,28.00,15,22,0.682,0,1,0,0,1,0,5,4,9,3,1,3,3,4,30,25.5
0,0,41.00,14,28,0.5,0,0,,8,13,0.615,6,6,12,2,0,5,2,4,36,27.3
0,1,32.00,12,20,0.6,0,0,,6,6,1,3,8,11,6,0,2,1,1,30,29.5
0,0,38.00,14,22,0.636,0,0,,10,18,0.556,4,5,9,1,1,1,1,4,38,29.1
1,1,5.00,3,3,1,0,0,,0,0,,0,0,0,1,0,0,1,3,6,3.6
1,1,41.00,16,28,0.571,0,0,,9,15,0.6,5,5,10,1,2,0,1,5,41,30.1
0,1,42.00,9,17,0.529,0,0,,1,3,0.333,5,15,20,6,2,2,4,5,19,19.5
0,0,40.00,15,27,0.556,0,0,,6,12,0.5,2,10,12,0,0,2,4,4,36,20.9
1,1,44.00,12,20,0.6,0,0,,6,12,0.5,3,6,9,3,0,2,2,3,30,22.6
1,1,42.00,20,26,0.769,0,0,,6,10,0.6,7,4,11,4,1,5,2,2,46,44.8
1,1,38.00,11,23,0.478,0,1,0,4,6,0.667,5,10,15,3,2,3,3,1,26,22.8
1,1,42.00,10,24,0.417,0,0,,8,11,0.727,5,8,13,3,1,1,2,4,28,20.1
1,0,43.00,10,19,0.526,0,0,,9,16,0.563,3,8,11,2,0,3,1,3,29,22.7
0,0,41.00,13,25,0.52,0,0,,8,10,0.8,6,11,17,4,3,5,2,4,34,34.1
0,0,40.00,11,24,0.458,0,0,,6,10,0.6,10,4,14,4,1,1,3,4,28,22.1
1,1,33.00,12,19,0.632,0,0,,2,7,0.286,3,5,8,1,0,0,2,2,26,17
1,1,41.00,13,21,0.619,0,1,0,8,13,0.615,4,11,15,4,1,5,1,4,34,33.3
0,1,40.00,10,21,0.476,0,0,,4,9,0.444,9,7,16,4,0,3,4,3,24,19.4
1,1,31.00,11,18,0.611,0,0,,2,5,0.4,3,9,12,5,1,3,3,3,24,21.8
0,0,40.00,13,22,0.591,0,0,,6,12,0.5,4,8,12,5,2,4,1,4,32,30.3
0,1,40.00,10,23,0.435,0,0,,8,13,0.615,4,7,11,1,2,3,2,4,28,20
0,0,42.00,11,22,0.5,0,1,0,5,8,0.625,5,7,12,6,1,2,5,2,27,21.2
1,1,39.00,15,26,0.577,0,0,,10,22,0.455,9,10,19,4,0,2,0,1,40,36.1
0,0,40.00,13,20,0.65,0,0,,5,16,0.313,6,12,18,3,0,0,3,3,31,23.5
0,0,40.00,11,19,0.579,0,0,,1,6,0.167,2,10,12,3,3,2,6,5,23,15
1,1,36.00,12,16,0.75,0,0,,6,11,0.545,6,12,18,4,0,4,3,3,30,30.8
0,0,43.00,12,16,0.75,0,0,,2,11,0.182,3,9,12,3,1,0,2,2,26,21.1
0,0,41.00,16,22,0.727,0,0,,6,14,0.429,7,9,16,2,0,2,6,5,38,28.2
1,1,36.00,13,21,0.619,0,0,,8,11,0.727,7,5,12,1,3,4,2,3,34,33
1,1,32.00,9,16,0.563,0,0,,2,10,0.2,4,9,13,3,2,3,1,3,20,18.7
0,0,27.00,6,11,0.545,0,0,,1,6,0.167,2,5,7,1,2,1,2,5,13,8
1,1,24.00,9,16,0.563,0,0,,8,16,0.5,5,6,11,1,0,1,1,5,26,18.9
0,0,35.00,13,19,0.684,0,0,,6,11,0.545,3,8,11,1,0,2,3,5,32,23.5
1,1,32.00,11,16,0.688,0,0,,8,13,0.615,1,4,5,0,1,3,2,3,30,23
1,1,38.00,12,24,0.5,0,0,,4,10,0.4,4,8,12,2,0,6,2,3,28,21.2
0,1,36.00,6,9,0.667,0,0,,6,10,0.6,4,7,11,1,1,4,6,3,18,14.7
1,1,38.00,10,15,0.667,0,0,,2,6,0.333,8,10,18,5,0,1,4,5,22,20.7
1,1,31.00,10,14,0.714,0,0,,5,8,0.625,3,7,10,3,0,2,2,4,25,22.1
1,1,37.00,11,15,0.733,0,0,,4,11,0.364,3,5,8,1,4,2,1,3,26,24.6
1,1,33.00,16,22,0.727,0,0,,6,15,0.4,4,9,13,4,0,4,4,4,38,30.9
0,0,36.00,14,18,0.778,0,0,,5,12,0.417,1,7,8,1,1,3,5,3,33,23.6
0,1,36.00,15,20,0.75,0,0,,5,7,0.714,2,6,8,2,0,1,3,1,35,28.1
0,0,42.00,7,19,0.368,0,0,,5,8,0.625,4,4,8,4,1,3,0,5,19,15.2
0,1,42.00,13,24,0.542,0,0,,3,7,0.429,5,11,16,3,1,1,6,4,29,18.8
1,1,30.00,9,13,0.692,0,0,,2,6,0.333,1,9,10,0,0,1,2,3,20,13.8
0,0,39.00,8,14,0.571,0,0,,4,10,0.4,2,8,10,4,0,4,2,3,20,17.2
0,0,38.00,9,19,0.474,0,0,,5,9,0.556,6,7,13,1,1,0,2,5,23,15.7
1,1,39.00,14,20,0.7,0,0,,2,13,0.154,3,16,19,7,2,5,7,3,30,26.3
0,0,35.00,6,10,0.6,0,0,,6,13,0.462,4,7,11,4,1,4,5,5,18,15.1
1,1,39.00,12,22,0.545,0,0,,1,7,0.143,4,12,16,2,1,2,2,3,25,19
1,1,38.00,9,18,0.5,0,0,,8,11,0.727,3,9,12,3,0,1,2,5,26,19.4
1,1,34.00,9,15,0.6,0,0,,4,9,0.444,1,4,5,2,0,3,1,2,22,16.7
0,0,27.00,6,10,0.6,0,0,,3,6,0.5,2,7,9,1,0,1,4,5,15,8.1
1,1,35.00,14,25,0.56,0,0,,2,4,0.5,3,9,12,0,1,1,2,1,30,21.4
1,1,32.00,13,21,0.619,1,1,1,4,12,0.333,1,9,10,5,1,0,6,0,31,20.2
0,1,43.00,11,24,0.458,0,0,,9,18,0.5,4,6,10,4,1,3,4,5,31,19.5
1,1,30.00,12,23,0.522,0,0,,0,2,0,3,10,13,3,0,4,2,5,24,17.9
0,1,42.00,10,18,0.556,0,0,,5,10,0.5,3,8,11,2,0,1,1,5,25,18
0,1,24.00,7,13,0.538,0,0,,3,8,0.375,2,2,4,5,0,0,1,5,17,11.2
0,0,41.00,13,23,0.565,0,0,,7,17,0.412,4,12,16,3,0,2,1,4,33,25.4
1,1,40.00,12,27,0.444,0,0,,7,18,0.389,4,10,14,2,1,5,2,3,31,21
0,1,38.00,15,24,0.625,0,0,,3,6,0.5,4,5,9,7,0,3,5,4,33,25.7
1,1,38.00,17,29,0.586,0,1,0,7,12,0.583,4,13,17,1,0,2,0,1,41,33.9
